#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         541    -6.59047    -6.62681   0.0164403
         542    -6.59219    -6.62675   0.0164101
         543    -6.59426    -6.62669     0.01638
         544    -6.59766    -6.62664     0.01635
         545     -6.5988    -6.62659   0.0163201
         546    -6.60062    -6.62654   0.0162903
         547     -6.6031    -6.62649   0.0162605
         548     -6.6056    -6.62646   0.0162309
         549    -6.60745    -6.62642   0.0162014
         550    -6.60965    -6.62639   0.0161719
         551    -6.61184    -6.62636   0.0161426
         552    -6.61436    -6.62634   0.0161134
         553    -6.61721    -6.62633   0.0160843
         554    -6.61908    -6.62631   0.0160552
         555    -6.62192    -6.62631   0.0160263
         556    -6.62378     -6.6263   0.0159975
         557    -6.62596     -6.6263   0.0159688
         558    -6.62909    -6.62631   0.0159401
         559    -6.63091    -6.62631   0.0159116
         560    -6.63304    -6.62633   0.0158832
         561     -6.6345    -6.62634   0.0158549
         562    -6.63723    -6.62636   0.0158267
         563    -6.63929    -6.62638   0.0157986
         564    -6.64131    -6.62641   0.0157706
         565    -6.64331    -6.62644   0.0157427
         566    -6.64528    -6.62647    0.015715
         567    -6.64818    -6.62651   0.0156873
         568    -6.64976    -6.62655   0.0156597
         569    -6.65194     -6.6266   0.0156323
         570    -6.65311    -6.62664   0.0156049
         571    -6.65457    -6.62669   0.0155777
         572    -6.65566    -6.62674   0.0155505
         573    -6.65735     -6.6268   0.0155235
         574    -6.65868    -6.62685   0.0154965
         575    -6.66028    -6.62691   0.0154697
         576    -6.66152    -6.62697   0.0154429
         577    -6.66336    -6.62703   0.0154163
         578    -6.66482     -6.6271   0.0153898
         579    -6.66624    -6.62717   0.0153633
         580    -6.66729    -6.62723    0.015337
         581    -6.66894    -6.62731   0.0153108
         582    -6.67021    -6.62738   0.0152847
         583    -6.67241    -6.62746   0.0152586
         584    -6.67392    -6.62754   0.0152327
         585    -6.67506    -6.62762   0.0152069
         586    -6.67615     -6.6277   0.0151812
         587    -6.67687    -6.62778   0.0151555
         588    -6.67788    -6.62787     0.01513
         589    -6.67819    -6.62796   0.0151046
         590     -6.6791    -6.62804   0.0150792
         591    -6.67965    -6.62813   0.0150539
         592    -6.67951    -6.62822   0.0150288
         593    -6.68063     -6.6283   0.0150037
         594    -6.68106    -6.62839   0.0149787
         595    -6.68178    -6.62848   0.0149538
         596    -6.68214    -6.62857    0.014929
         597    -6.68279    -6.62866   0.0149042
         598    -6.68374    -6.62876   0.0148796
         599    -6.68498    -6.62885    0.014855
         600    -6.68554    -6.62894   0.0148306
         601    -6.68673    -6.62904   0.0148062
         602    -6.68724    -6.62914   0.0147819
         603    -6.68643    -6.62923   0.0147577
         604    -6.68658    -6.62933   0.0147336
         605    -6.68638    -6.62942   0.0147095
         606    -6.68714    -6.62952   0.0146856
         607     -6.6882    -6.62961   0.0146617
         608    -6.68925    -6.62971   0.0146379
         609    -6.68931    -6.62981   0.0146142
         610    -6.69001    -6.62991   0.0145906
         611    -6.69005    -6.63001    0.014567
         612    -6.69009     -6.6301   0.0145436
         613    -6.69043     -6.6302   0.0145202
         614     -6.6911     -6.6303   0.0144969
         615    -6.69144     -6.6304   0.0144736
         616     -6.6921     -6.6305   0.0144505
         617    -6.69244     -6.6306   0.0144274
         618    -6.69213     -6.6307   0.0144044
         619    -6.69246     -6.6308   0.0143815
         620    -6.69248     -6.6309   0.0143586
         621    -6.69315      -6.631   0.0143359
         622    -6.69349     -6.6311   0.0143132
         623    -6.69384     -6.6312   0.0142905
         624    -6.69485     -6.6313    0.014268
         625    -6.69554    -6.63141   0.0142456
