#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         553    -511.068    -958.356     31.7296
         554    -513.164    -957.553     31.6825
         555    -515.272    -956.756     31.6354
         556    -517.393    -955.965     31.5884
         557    -519.522    -955.182     31.5414
         558    -521.659    -954.405     31.4944
         559    -523.704    -953.634     31.4475
         560    -525.851    -952.871     31.4006
         561        -528    -952.113     31.3538
         562     -530.15    -951.362      31.307
         563    -532.396    -950.618     31.2602
         564     -534.64    -949.881     31.2135
         565    -536.782     -949.15     31.1668
         566    -539.015    -948.425     31.1202
         567    -541.241    -947.707     31.0736
         568    -543.459    -946.995      31.027
         569    -545.666     -946.29     30.9805
         570    -547.764    -945.591      30.934
         571    -549.946    -944.898     30.8876
         572    -552.016    -944.211     30.8413
         573     -554.07     -943.53     30.7949
         574    -555.912    -942.855     30.7487
         575    -557.834    -942.185     30.7025
         576    -559.736    -941.521     30.6564
         577    -561.812    -940.863     30.6103
         578    -563.671     -940.21     30.5643
         579    -565.508    -939.563     30.5184
         580    -567.321    -938.921     30.4725
         581    -569.012    -938.285     30.4267
         582    -570.872    -937.654      30.381
         583    -572.607    -937.027     30.3353
         584    -574.413    -936.406     30.2897
         585    -576.385    -935.791     30.2442
         586    -578.134    -935.181     30.1988
         587    -580.048    -934.576     30.1534
         588    -581.833    -933.976     30.1081
         589    -583.588    -933.381     30.0628
         590    -585.213    -932.791     30.0176
         591    -586.806    -932.205     29.9726
         592    -588.464    -931.625     29.9276
         593     -589.99    -931.049     29.8826
         594    -591.386    -930.477     29.8378
         595    -592.844    -929.909      29.793
         596     -594.17    -929.346     29.7484
         597    -595.851    -928.787     29.7038
         598    -597.204    -928.233     29.6593
         599    -598.521    -927.682     29.6149
         600    -599.704    -927.136     29.5706
         601    -600.948    -926.593     29.5264
         602    -602.155    -926.054     29.4822
         603    -603.324    -925.519     29.4382
         604    -604.358    -924.987     29.3943
         605    -605.452    -924.459     29.3504
         606    -606.508    -923.934     29.3067
         607    -607.623    -923.413      29.263
         608    -608.504    -922.895     29.2195
         609    -609.445    -922.381      29.176
         610    -610.639     -921.87     29.1327
         611    -611.503    -921.362     29.0894
         612    -612.327    -920.857     29.0463
         613    -613.111    -920.355     29.0032
         614     -613.76    -919.855     28.9603
         615    -614.369    -919.359     28.9175
         616    -615.231    -918.865     28.8747
         617     -615.86    -918.374     28.8321
         618    -616.449    -917.885     28.7896
         619        -617    -917.399     28.7472
         620    -617.609    -916.916     28.7049
         621    -618.276    -916.435     28.6627
         622    -618.613    -915.956     28.6206
         623    -619.008    -915.479     28.5786
         624    -619.462    -915.005     28.5368
         625     -619.78    -914.533      28.495
         626    -620.059    -914.062     28.4534
         627      -620.3    -913.594     28.4119
         628    -620.405    -913.127     28.3705
         629    -620.472    -912.661     28.3292
